instance,data_set,n_items,ordering,selection,placement,height,lower_bound,gap_pct
C1P1,data/c,16,area,tre,MinD,21,20,5.0000
C1P1,data/c,16,area,tre,MaxD,21,20,5.0000
C1P1,data/c,16,area,nre,LM,22,20,10.0000
C1P1,data/c,16,area,nre,RM,22,20,10.0000
C1P1,data/c,16,area,nre,TN,22,20,10.0000
C1P1,data/c,16,area,nre,SN,22,20,10.0000
C1P1,data/c,16,area,nre,MinD,22,20,10.0000
C1P1,data/c,16,area,nre,MaxD,22,20,10.0000
C1P1,data/c,16,area,fitness-number,LM,22,20,10.0000
C1P1,data/c,16,area,fitness-number,RM,22,20,10.0000
C1P1,data/c,16,area,fitness-number,TN,22,20,10.0000
C1P1,data/c,16,area,fitness-number,SN,22,20,10.0000
C1P1,data/c,16,area,fitness-number,MinD,22,20,10.0000
C1P1,data/c,16,area,fitness-number,MaxD,22,20,10.0000
C1P1,data/c,16,area,max-area,LM,22,20,10.0000
C1P1,data/c,16,area,max-area,RM,26,20,30.0000
C1P1,data/c,16,area,max-area,TN,23,20,15.0000
C1P1,data/c,16,area,max-area,SN,26,20,30.0000
C1P1,data/c,16,area,max-area,MinD,26,20,30.0000
C1P1,data/c,16,area,max-area,MaxD,23,20,15.0000
C1P1,data/c,16,perimeter,widest-fit,LM,22,20,10.0000
C1P1,data/c,16,perimeter,widest-fit,RM,21,20,5.0000
C1P1,data/c,16,perimeter,widest-fit,TN,24,20,20.0000
C1P1,data/c,16,perimeter,widest-fit,SN,21,20,5.0000
C1P1,data/c,16,perimeter,widest-fit,MinD,21,20,5.0000
C1P1,data/c,16,perimeter,widest-fit,MaxD,24,20,20.0000
C1P1,data/c,16,perimeter,first-fit,LM,23,20,15.0000
C1P1,data/c,16,perimeter,first-fit,RM,22,20,10.0000
C1P1,data/c,16,perimeter,first-fit,TN,22,20,10.0000
C1P1,data/c,16,perimeter,first-fit,SN,22,20,10.0000
C1P1,data/c,16,perimeter,first-fit,MinD,22,20,10.0000
C1P1,data/c,16,perimeter,first-fit,MaxD,23,20,15.0000
C1P1,data/c,16,perimeter,tre,LM,22,20,10.0000
C1P1,data/c,16,perimeter,tre,RM,22,20,10.0000
C1P1,data/c,16,perimeter,tre,TN,22,20,10.0000
C1P1,data/c,16,perimeter,tre,SN,22,20,10.0000
C1P1,data/c,16,perimeter,tre,MinD,21,20,5.0000
C1P1,data/c,16,perimeter,tre,MaxD,22,20,10.0000
C1P1,data/c,16,perimeter,nre,LM,21,20,5.0000
C1P1,data/c,16,perimeter,nre,RM,21,20,5.0000
C1P1,data/c,16,perimeter,nre,TN,22,20,10.0000
C1P1,data/c,16,perimeter,nre,SN,21,20,5.0000
C1P1,data/c,16,perimeter,nre,MinD,21,20,5.0000
C1P1,data/c,16,perimeter,nre,MaxD,22,20,10.0000
C1P1,data/c,16,perimeter,fitness-number,LM,21,20,5.0000
C1P1,data/c,16,perimeter,fitness-number,RM,21,20,5.0000
C1P1,data/c,16,perimeter,fitness-number,TN,21,20,5.0000
C1P1,data/c,16,perimeter,fitness-number,SN,21,20,5.0000
C1P1,data/c,16,perimeter,fitness-number,MinD,21,20,5.0000
C1P1,data/c,16,perimeter,fitness-number,MaxD,21,20,5.0000
C1P1,data/c,16,perimeter,max-area,LM,22,20,10.0000
C1P1,data/c,16,perimeter,max-area,RM,26,20,30.0000
C1P1,data/c,16,perimeter,max-area,TN,23,20,15.0000
C1P1,data/c,16,perimeter,max-area,SN,26,20,30.0000
C1P1,data/c,16,perimeter,max-area,MinD,26,20,30.0000
C1P1,data/c,16,perimeter,max-area,MaxD,22,20,10.0000
C1P1,data/c,16,maxside,widest-fit,LM,22,20,10.0000
C1P1,data/c,16,maxside,widest-fit,RM,22,20,10.0000
C1P1,data/c,16,maxside,widest-fit,TN,24,20,20.0000
C1P1,data/c,16,maxside,widest-fit,SN,22,20,10.0000
C1P1,data/c,16,maxside,widest-fit,MinD,22,20,10.0000
C1P1,data/c,16,maxside,widest-fit,MaxD,24,20,20.0000
C1P1,data/c,16,maxside,first-fit,LM,23,20,15.0000
C1P1,data/c,16,maxside,first-fit,RM,23,20,15.0000
C1P1,data/c,16,maxside,first-fit,TN,23,20,15.0000
C1P1,data/c,16,maxside,first-fit,SN,23,20,15.0000
C1P1,data/c,16,maxside,first-fit,MinD,23,20,15.0000
C1P1,data/c,16,maxside,first-fit,MaxD,24,20,20.0000
C1P1,data/c,16,maxside,tre,LM,22,20,10.0000
C1P1,data/c,16,maxside,tre,RM,22,20,10.0000
C1P1,data/c,16,maxside,tre,TN,22,20,10.0000
C1P1,data/c,16,maxside,tre,SN,22,20,10.0000
C1P1,data/c,16,maxside,tre,MinD,21,20,5.0000
C1P1,data/c,16,maxside,tre,MaxD,22,20,10.0000
C1P1,data/c,16,maxside,nre,LM,21,20,5.0000
C1P1,data/c,16,maxside,nre,RM,21,20,5.0000
C1P1,data/c,16,maxside,nre,TN,22,20,10.0000
C1P1,data/c,16,maxside,nre,SN,21,20,5.0000
C1P1,data/c,16,maxside,nre,MinD,21,20,5.0000
C1P1,data/c,16,maxside,nre,MaxD,22,20,10.0000
C1P1,data/c,16,maxside,fitness-number,LM,21,20,5.0000
C1P1,data/c,16,maxside,fitness-number,RM,21,20,5.0000
C1P1,data/c,16,maxside,fitness-number,TN,21,20,5.0000
C1P1,data/c,16,maxside,fitness-number,SN,21,20,5.0000
C1P1,data/c,16,maxside,fitness-number,MinD,21,20,5.0000
C1P1,data/c,16,maxside,fitness-number,MaxD,21,20,5.0000
C1P1,data/c,16,maxside,max-area,LM,22,20,10.0000
C1P1,data/c,16,maxside,max-area,RM,26,20,30.0000
C1P1,data/c,16,maxside,max-area,TN,23,20,15.0000
C1P1,data/c,16,maxside,max-area,SN,26,20,30.0000
C1P1,data/c,16,maxside,max-area,MinD,26,20,30.0000
C1P1,data/c,16,maxside,max-area,MaxD,22,20,10.0000
C1P1,data/c,16,diagonal,widest-fit,LM,22,20,10.0000
C1P1,data/c,16,diagonal,widest-fit,RM,21,20,5.0000
C1P1,data/c,16,diagonal,widest-fit,TN,24,20,20.0000
C1P1,data/c,16,diagonal,widest-fit,SN,21,20,5.0000
C1P1,data/c,16,diagonal,widest-fit,MinD,21,20,5.0000
C1P1,data/c,16,diagonal,widest-fit,MaxD,24,20,20.0000
C1P1,data/c,16,diagonal,first-fit,LM,23,20,15.0000
C1P1,data/c,16,diagonal,first-fit,RM,22,20,10.0000
C1P1,data/c,16,diagonal,first-fit,TN,22,20,10.0000
C1P1,data/c,16,diagonal,first-fit,SN,22,20,10.0000
C1P1,data/c,16,diagonal,first-fit,MinD,22,20,10.0000
C1P1,data/c,16,diagonal,first-fit,MaxD,23,20,15.0000
C1P1,data/c,16,diagonal,tre,LM,22,20,10.0000
C1P1,data/c,16,diagonal,tre,RM,22,20,10.0000
C1P1,data/c,16,diagonal,tre,TN,22,20,10.0000
C1P1,data/c,16,diagonal,tre,SN,22,20,10.0000
C1P1,data/c,16,diagonal,tre,MinD,21,20,5.0000
C1P1,data/c,16,diagonal,tre,MaxD,22,20,10.0000
C1P1,data/c,16,diagonal,nre,LM,21,20,5.0000
C1P1,data/c,16,diagonal,nre,RM,21,20,5.0000
C1P1,data/c,16,diagonal,nre,TN,22,20,10.0000
C1P1,data/c,16,diagonal,nre,SN,21,20,5.0000
C1P1,data/c,16,diagonal,nre,MinD,21,20,5.0000
C1P1,data/c,16,diagonal,nre,MaxD,22,20,10.0000
C1P1,data/c,16,diagonal,fitness-number,LM,21,20,5.0000
C1P1,data/c,16,diagonal,fitness-number,RM,21,20,5.0000
C1P1,data/c,16,diagonal,fitness-number,TN,21,20,5.0000
C1P1,data/c,16,diagonal,fitness-number,SN,21,20,5.0000
C1P1,data/c,16,diagonal,fitness-number,MinD,21,20,5.0000
C1P1,data/c,16,diagonal,fitness-number,MaxD,21,20,5.0000
C1P1,data/c,16,diagonal,max-area,LM,22,20,10.0000
C1P1,data/c,16,diagonal,max-area,RM,26,20,30.0000
C1P1,data/c,16,diagonal,max-area,TN,23,20,15.0000
C1P1,data/c,16,diagonal,max-area,SN,26,20,30.0000
C1P1,data/c,16,diagonal,max-area,MinD,26,20,30.0000
C1P1,data/c,16,diagonal,max-area,MaxD,22,20,10.0000
C1P2,data/c,17,width,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,width,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,width,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,width,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,width,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,width,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,width,first-fit,LM,22,20,10.0000
C1P2,data/c,17,width,first-fit,RM,22,20,10.0000
C1P2,data/c,17,width,first-fit,TN,22,20,10.0000
C1P2,data/c,17,width,first-fit,SN,23,20,15.0000
C1P2,data/c,17,width,first-fit,MinD,23,20,15.0000
C1P2,data/c,17,width,first-fit,MaxD,22,20,10.0000
C1P2,data/c,17,width,tre,LM,24,20,20.0000
C1P2,data/c,17,width,tre,RM,23,20,15.0000
C1P2,data/c,17,width,tre,TN,24,20,20.0000
C1P2,data/c,17,width,tre,SN,23,20,15.0000
C1P2,data/c,17,width,tre,MinD,22,20,10.0000
C1P2,data/c,17,width,tre,MaxD,24,20,20.0000
C1P2,data/c,17,width,nre,LM,22,20,10.0000
C1P2,data/c,17,width,nre,RM,24,20,20.0000
C1P2,data/c,17,width,nre,TN,24,20,20.0000
C1P2,data/c,17,width,nre,SN,24,20,20.0000
C1P2,data/c,17,width,nre,MinD,24,20,20.0000
C1P2,data/c,17,width,nre,MaxD,24,20,20.0000
C1P2,data/c,17,width,fitness-number,LM,24,20,20.0000
C1P2,data/c,17,width,fitness-number,RM,24,20,20.0000
C1P2,data/c,17,width,fitness-number,TN,24,20,20.0000
C1P2,data/c,17,width,fitness-number,SN,24,20,20.0000
C1P2,data/c,17,width,fitness-number,MinD,24,20,20.0000
C1P2,data/c,17,width,fitness-number,MaxD,24,20,20.0000
C1P2,data/c,17,width,max-area,LM,23,20,15.0000
C1P2,data/c,17,width,max-area,RM,23,20,15.0000
C1P2,data/c,17,width,max-area,TN,23,20,15.0000
C1P2,data/c,17,width,max-area,SN,24,20,20.0000
C1P2,data/c,17,width,max-area,MinD,24,20,20.0000
C1P2,data/c,17,width,max-area,MaxD,23,20,15.0000
C1P2,data/c,17,height,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,height,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,height,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,height,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,height,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,height,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,height,first-fit,LM,25,20,25.0000
C1P2,data/c,17,height,first-fit,RM,24,20,20.0000
C1P2,data/c,17,height,first-fit,TN,23,20,15.0000
C1P2,data/c,17,height,first-fit,SN,24,20,20.0000
C1P2,data/c,17,height,first-fit,MinD,23,20,15.0000
C1P2,data/c,17,height,first-fit,MaxD,24,20,20.0000
C1P2,data/c,17,height,tre,LM,23,20,15.0000
C1P2,data/c,17,height,tre,RM,24,20,20.0000
C1P2,data/c,17,height,tre,TN,23,20,15.0000
C1P2,data/c,17,height,tre,SN,24,20,20.0000
C1P2,data/c,17,height,tre,MinD,24,20,20.0000
C1P2,data/c,17,height,tre,MaxD,23,20,15.0000
C1P2,data/c,17,height,nre,LM,25,20,25.0000
C1P2,data/c,17,height,nre,RM,23,20,15.0000
C1P2,data/c,17,height,nre,TN,22,20,10.0000
C1P2,data/c,17,height,nre,SN,26,20,30.0000
C1P2,data/c,17,height,nre,MinD,26,20,30.0000
C1P2,data/c,17,height,nre,MaxD,22,20,10.0000
C1P2,data/c,17,height,fitness-number,LM,23,20,15.0000
C1P2,data/c,17,height,fitness-number,RM,23,20,15.0000
C1P2,data/c,17,height,fitness-number,TN,23,20,15.0000
C1P2,data/c,17,height,fitness-number,SN,23,20,15.0000
C1P2,data/c,17,height,fitness-number,MinD,23,20,15.0000
C1P2,data/c,17,height,fitness-number,MaxD,23,20,15.0000
C1P2,data/c,17,height,max-area,LM,25,20,25.0000
C1P2,data/c,17,height,max-area,RM,24,20,20.0000
C1P2,data/c,17,height,max-area,TN,23,20,15.0000
C1P2,data/c,17,height,max-area,SN,24,20,20.0000
C1P2,data/c,17,height,max-area,MinD,23,20,15.0000
C1P2,data/c,17,height,max-area,MaxD,24,20,20.0000
C1P2,data/c,17,area,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,area,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,area,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,area,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,area,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,area,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,area,first-fit,LM,22,20,10.0000
C1P2,data/c,17,area,first-fit,RM,22,20,10.0000
C1P2,data/c,17,area,first-fit,TN,21,20,5.0000
C1P2,data/c,17,area,first-fit,SN,22,20,10.0000
C1P2,data/c,17,area,first-fit,MinD,22,20,10.0000
C1P2,data/c,17,area,first-fit,MaxD,22,20,10.0000
C1P2,data/c,17,area,tre,LM,23,20,15.0000
C1P2,data/c,17,area,tre,RM,23,20,15.0000
C1P2,data/c,17,area,tre,TN,23,20,15.0000
C1P2,data/c,17,area,tre,SN,23,20,15.0000
C1P2,data/c,17,area,tre,MinD,23,20,15.0000
C1P2,data/c,17,area,tre,MaxD,23,20,15.0000
C1P2,data/c,17,area,nre,LM,22,20,10.0000
C1P2,data/c,17,area,nre,RM,22,20,10.0000
C1P2,data/c,17,area,nre,TN,23,20,15.0000
C1P2,data/c,17,area,nre,SN,22,20,10.0000
C1P2,data/c,17,area,nre,MinD,22,20,10.0000
C1P2,data/c,17,area,nre,MaxD,23,20,15.0000
C1P2,data/c,17,area,fitness-number,LM,22,20,10.0000
C1P2,data/c,17,area,fitness-number,RM,22,20,10.0000
C1P2,data/c,17,area,fitness-number,TN,22,20,10.0000
C1P2,data/c,17,area,fitness-number,SN,22,20,10.0000
C1P2,data/c,17,area,fitness-number,MinD,22,20,10.0000
C1P2,data/c,17,area,fitness-number,MaxD,22,20,10.0000
C1P2,data/c,17,area,max-area,LM,23,20,15.0000
C1P2,data/c,17,area,max-area,RM,23,20,15.0000
C1P2,data/c,17,area,max-area,TN,23,20,15.0000
C1P2,data/c,17,area,max-area,SN,23,20,15.0000
C1P2,data/c,17,area,max-area,MinD,23,20,15.0000
C1P2,data/c,17,area,max-area,MaxD,23,20,15.0000
C1P2,data/c,17,perimeter,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,perimeter,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,perimeter,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,perimeter,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,perimeter,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,perimeter,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,perimeter,first-fit,LM,22,20,10.0000
C1P2,data/c,17,perimeter,first-fit,RM,22,20,10.0000
C1P2,data/c,17,perimeter,first-fit,TN,22,20,10.0000
C1P2,data/c,17,perimeter,first-fit,SN,23,20,15.0000
C1P2,data/c,17,perimeter,first-fit,MinD,23,20,15.0000
C1P2,data/c,17,perimeter,first-fit,MaxD,22,20,10.0000
C1P2,data/c,17,perimeter,tre,LM,24,20,20.0000
C1P2,data/c,17,perimeter,tre,RM,23,20,15.0000
C1P2,data/c,17,perimeter,tre,TN,24,20,20.0000
C1P2,data/c,17,perimeter,tre,SN,23,20,15.0000
C1P2,data/c,17,perimeter,tre,MinD,22,20,10.0000
C1P2,data/c,17,perimeter,tre,MaxD,24,20,20.0000
C1P2,data/c,17,perimeter,nre,LM,22,20,10.0000
C1P2,data/c,17,perimeter,nre,RM,24,20,20.0000
C1P2,data/c,17,perimeter,nre,TN,24,20,20.0000
C1P2,data/c,17,perimeter,nre,SN,24,20,20.0000
C1P2,data/c,17,perimeter,nre,MinD,24,20,20.0000
C1P2,data/c,17,perimeter,nre,MaxD,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,LM,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,RM,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,TN,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,SN,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,MinD,24,20,20.0000
C1P2,data/c,17,perimeter,fitness-number,MaxD,24,20,20.0000
C1P2,data/c,17,perimeter,max-area,LM,23,20,15.0000
C1P2,data/c,17,perimeter,max-area,RM,23,20,15.0000
C1P2,data/c,17,perimeter,max-area,TN,23,20,15.0000
C1P2,data/c,17,perimeter,max-area,SN,24,20,20.0000
C1P2,data/c,17,perimeter,max-area,MinD,24,20,20.0000
C1P2,data/c,17,perimeter,max-area,MaxD,23,20,15.0000
C1P2,data/c,17,maxside,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,maxside,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,maxside,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,maxside,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,maxside,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,maxside,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,maxside,first-fit,LM,22,20,10.0000
C1P2,data/c,17,maxside,first-fit,RM,22,20,10.0000
C1P2,data/c,17,maxside,first-fit,TN,22,20,10.0000
C1P2,data/c,17,maxside,first-fit,SN,23,20,15.0000
C1P2,data/c,17,maxside,first-fit,MinD,23,20,15.0000
C1P2,data/c,17,maxside,first-fit,MaxD,22,20,10.0000
C1P2,data/c,17,maxside,tre,LM,24,20,20.0000
C1P2,data/c,17,maxside,tre,RM,23,20,15.0000
C1P2,data/c,17,maxside,tre,TN,24,20,20.0000
C1P2,data/c,17,maxside,tre,SN,23,20,15.0000
C1P2,data/c,17,maxside,tre,MinD,22,20,10.0000
C1P2,data/c,17,maxside,tre,MaxD,24,20,20.0000
C1P2,data/c,17,maxside,nre,LM,22,20,10.0000
C1P2,data/c,17,maxside,nre,RM,24,20,20.0000
C1P2,data/c,17,maxside,nre,TN,24,20,20.0000
C1P2,data/c,17,maxside,nre,SN,24,20,20.0000
C1P2,data/c,17,maxside,nre,MinD,24,20,20.0000
C1P2,data/c,17,maxside,nre,MaxD,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,LM,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,RM,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,TN,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,SN,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,MinD,24,20,20.0000
C1P2,data/c,17,maxside,fitness-number,MaxD,24,20,20.0000
C1P2,data/c,17,maxside,max-area,LM,23,20,15.0000
C1P2,data/c,17,maxside,max-area,RM,23,20,15.0000
C1P2,data/c,17,maxside,max-area,TN,23,20,15.0000
C1P2,data/c,17,maxside,max-area,SN,24,20,20.0000
C1P2,data/c,17,maxside,max-area,MinD,24,20,20.0000
C1P2,data/c,17,maxside,max-area,MaxD,23,20,15.0000
C1P2,data/c,17,diagonal,widest-fit,LM,22,20,10.0000
C1P2,data/c,17,diagonal,widest-fit,RM,22,20,10.0000
C1P2,data/c,17,diagonal,widest-fit,TN,22,20,10.0000
C1P2,data/c,17,diagonal,widest-fit,SN,22,20,10.0000
C1P2,data/c,17,diagonal,widest-fit,MinD,21,20,5.0000
C1P2,data/c,17,diagonal,widest-fit,MaxD,22,20,10.0000
C1P2,data/c,17,diagonal,first-fit,LM,22,20,10.0000
C1P2,data/c,17,diagonal,first-fit,RM,22,20,10.0000
C1P2,data/c,17,diagonal,first-fit,TN,22,20,10.0000
C1P2,data/c,17,diagonal,first-fit,SN,23,20,15.0000
C1P2,data/c,17,diagonal,first-fit,MinD,23,20,15.0000
C1P2,data/c,17,diagonal,first-fit,MaxD,22,20,10.0000
C1P2,data/c,17,diagonal,tre,LM,24,20,20.0000
C1P2,data/c,17,diagonal,tre,RM,23,20,15.0000
C1P2,data/c,17,diagonal,tre,TN,24,20,20.0000
C1P2,data/c,17,diagonal,tre,SN,23,20,15.0000
C1P2,data/c,17,diagonal,tre,MinD,22,20,10.0000
C1P2,data/c,17,diagonal,tre,MaxD,24,20,20.0000
C1P2,data/c,17,diagonal,nre,LM,22,20,10.0000
C1P2,data/c,17,diagonal,nre,RM,24,20,20.0000
C1P2,data/c,17,diagonal,nre,TN,24,20,20.0000
C1P2,data/c,17,diagonal,nre,SN,24,20,20.0000
C1P2,data/c,17,diagonal,nre,MinD,24,20,20.0000
C1P2,data/c,17,diagonal,nre,MaxD,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,LM,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,RM,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,TN,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,SN,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,MinD,24,20,20.0000
C1P2,data/c,17,diagonal,fitness-number,MaxD,24,20,20.0000
C1P2,data/c,17,diagonal,max-area,LM,23,20,15.0000
C1P2,data/c,17,diagonal,max-area,RM,23,20,15.0000
C1P2,data/c,17,diagonal,max-area,TN,23,20,15.0000
C1P2,data/c,17,diagonal,max-area,SN,24,20,20.0000
C1P2,data/c,17,diagonal,max-area,MinD,24,20,20.0000
C1P2,data/c,17,diagonal,max-area,MaxD,23,20,15.0000
C1P3,data/c,16,width,widest-fit,LM,24,20,20.0000
C1P3,data/c,16,width,widest-fit,RM,24,20,20.0000
C1P3,data/c,16,width,widest-fit,TN,24,20,20.0000
C1P3,data/c,16,width,widest-fit,SN,24,20,20.0000
C1P3,data/c,16,width,widest-fit,MinD,24,20,20.0000
C1P3,data/c,16,width,widest-fit,MaxD,24,20,20.0000
C1P3,data/c,16,width,first-fit,LM,21,20,5.0000
C1P3,data/c,16,width,first-fit,RM,21,20,5.0000
C1P3,data/c,16,width,first-fit,TN,21,20,5.0000
C1P3,data/c,16,width,first-fit,SN,21,20,5.0000
C1P3,data/c,16,width,first-fit,MinD,21,20,5.0000
C1P3,data/c,16,width,first-fit,MaxD,21,20,5.0000
